conf/icse/Green76|journals/ai/Clancey85a|journals/ibmrd/Heidorn76|journals/jacm/Summers77|journals/toplas/MannaW80|journals/tse/Balzer85|journals/tse/Barstow85|journals/tse/NechesSM85|journals/tse/RichS78|journals/tse/Waters85,http://doi.ieeecomputersociety.org/10.1109/69.87984|https://doi.org/10.1109/69.87984,IEEE Trans. Knowl. Data Eng.,journals/tkde/GomezW89,20/05/2017,398-405,Automatic Programming for End Users: The TOAD System.,1,1989,journal,,,Fernando Gomez,,Corinna Habeck|Michel Habib|David D. Grossman
books/sp/PreparataS85|conf/eds/StonebrakerSH86|conf/fodo/Ghosh85|conf/icde/CheineyFM86|conf/icde/SrivastavaL88|conf/ifip/OhsawaS83|conf/sigmod/Guttman84|conf/sigmod/Malvestuto88|conf/sigmod/OzsoyogluOM85|conf/sigmod/Robinson81|conf/sigmod/Sato81|conf/ssdbm/ChenMM88|conf/ssdbm/FortunatoRRS86|conf/ssdbm/Hebrail86|conf/vldb/SellisRF87|conf/wg/HinrichsN83|journals/cacm/Bentley75|journals/cacm/Codd70|journals/csur/Samet88|journals/csur/TeoreyYF86|journals/is/Ghosh88|journals/jacm/HorowitzP76|journals/siamcomp/Yao85a|journals/tods/Chen76|journals/tods/SmithS77|journals/tse/Ghosh86,http://doi.ieeecomputersociety.org/10.1109/69.43426|https://doi.org/10.1109/69.43426,IEEE Trans. Knowl. Data Eng.,journals/tkde/ChenM89,20/05/2017,519-529,On the Data Model and Access Method of Summary Data Management.,1,1989,journal,,,Meng Chang Chen,,Christos Makris|D. Chow|David Adam
books/aw/Samet90|conf/icde/Gunther93|conf/icde/LuH92|conf/icde/OlkenR93|conf/icde/Rotem91|conf/sigmod/BeckmannKSS90|conf/sigmod/BrinkhoffKS93|conf/sigmod/FaloutsosSR87|conf/sigmod/Guttman84|conf/sigmod/LoR94|conf/sigmod/Orenstein89|conf/sigmod/Orenstein90|conf/ssd/LoR95|conf/ssd/Orenstein91|conf/vldb/SellisRF87|journals/tods/NievergeltHS84|journals/tods/Valduriez87,http://doi.ieeecomputersociety.org/10.1109/69.667097|https://doi.org/10.1109/69.667097,IEEE Trans. Knowl. Data Eng.,journals/tkde/LoR98,20/05/2017,136-152,The Design and Implementation of Seeded Trees: An Efficient Method for Spatial Joins.,10,1998,journal,,,Ming-Ling Lo,implementation|trees,Mechtild Wallrath|Berthier A. Ribeiro-Neto|David E. Culler|Giuseppe F. Italiano|Clemens Bertram|Altigran Soares da Silva|Stefan Kramer 0001|Michael Picard|T. C. Tan|Peri L. Tarr|Paul J. Feltovich|Moshé M. Zloof|Ilsoo Ahn|Olga Kapitskaia|Zerksis D. Umrigar|Nathaniel Nystrom|Ilsoo Ahn|W. Grace Tang|Frédéric Gingras|Russell Sasnett
books/aw/AhoSU86|books/aw/Sedgewick83|conf/focs/GuibasO77|conf/isca/Gonzalez-RubioRT84|conf/isca/TakahashiYNM86|journals/cacm/AhoC75|journals/cacm/BoyerM77|journals/siamcomp/KnuthMP77|journals/tods/HaskinH83,http://doi.ieeecomputersociety.org/10.1109/69.219740|https://doi.org/10.1109/69.219740,IEEE Trans. Knowl. Data Eng.,journals/tkde/FanS93,20/05/2017,339-351,An Efficient Algorithm for Matching Multiple Patterns.,5,1993,journal,,,Jang-Jong Fan,,Alexandros Biliris|M. van der Nat|Hiroshi Sakai
journals/aim/Bock85,http://doi.ieeecomputersociety.org/10.1109/69.134248|https://doi.org/10.1109/69.134248,IEEE Trans. Knowl. Data Eng.,journals/tkde/BockKKRS92,20/05/2017,109-122,Gray-Scale ALIAS.,4,1992,journal,,,Peter Bock,scale|alias,J. Israel|Adolph D'Cunha|Rajan Suri|Anthony K. H. Tung|Tuyet-Tram Dang-Ngoc|Iakovos Motakis|Larry Fujitani|Dagobert Soergel|Manabu Ohta|Cleve B. Moler|Taha Khedro
conf/cikm/DimitrovaME97|conf/icmcs/DayDIKG95|conf/icmcs/YeoL95|conf/mm/ChangCMSZ97|conf/mm/HampapurWJ94|conf/mm/TeodosioB93|conf/mm/ZabihMM95|conf/spieSR/BoreczkyR96|conf/spieSR/KoblaDLF97|conf/spieSR/NiblackZHBPPFUNSDYSZP98|conf/spieSR/YeungY97|journals/cacm/ChristelKMRSSW95|journals/cacm/Grosky97|journals/cacm/GuptaJ97|journals/ieeemm/NwosuTB97|journals/mms/ArmanHC94|journals/mta/ZhangLS95,http://doi.ieeecomputersociety.org/10.1109/69.738361|https://doi.org/10.1109/69.738361,IEEE Trans. Knowl. Data Eng.,journals/tkde/DimitrovaMEM98,20/05/2017,988-995,Video Content Management in Consumer Devices.,10,1998,journal,,,Nevenka Dimitrova,,Robert Armstrong|Kirby Zhang|K. Davies
conf/ac/Gray78|conf/berkeley/DuBourdieu82|conf/icde/BoberC92|conf/icde/KolovsonS89|conf/podc/Silberschatz82|conf/sigmod/AgrawalS89|conf/sigmod/ChanFLNR82|conf/sigmod/LometS89|conf/sigmod/MohanPL92|conf/sigmod/StearnsR81|conf/vldb/BoberC92|conf/vldb/LaiW84|conf/vldb/Stonebraker87|journals/acta/BayerM72|journals/acta/BayerS77|journals/cacm/EswarranGLT76|journals/dc/AgrawalBGS87|journals/dtj/RaghavanR91|journals/ibmrd/Easton86|journals/tkde/HaasCLMWLLPCS90|journals/tocs/Reed83|journals/tods/BayerHR80|journals/tods/LehmanY81|journals/tse/ChanG85|phd/Carey83|phd/Robinson82,http://doi.ieeecomputersociety.org/10.1109/69.567048|https://doi.org/10.1109/69.567048,IEEE Trans. Knowl. Data Eng.,journals/tkde/BoberC97,06/11/2017,68-84,Indexing for Multiversion Locking: Alternatives and Performance Evaluation.,9,1997,journal,,,Paul M. Bober,indexing|locking|alternatives,Kirack Sohn|Béchir el Ayeb|Kjetil Nørvåg|Ming Li 0008|Stefan Deßloch|Theodore R. Bashkow|Suk Kyoon Lee|Reinhold Kröger|Donald E. Knuth|Remzi Kirkgöze|Jean-Marc Petit|Arthur J. Riel|Terry R. Payne|Albert Chang|P. Petry|Edward Pervin|Jörg Liebeherr|Stephen Alan Herrod|Michael L. Greenberg|Dirk Ellinghaus|Lawrence J. Henschen|Michael Lebowitz|Mas Tsuchiya|Simone Santini|Snehasis Mukhopadhyay|Tim Connors|Werner Nutt|Gultekin Özsoyoglu|Sol J. Greenspan
books/cs/Ullman89|books/mit/PF91/CaiCH91|books/mit/PF91/FrawleyPM91|books/mit/PF91/KaufmanMK91|books/mit/PF91/OLeary91|books/mit/PF91/Piatetsky91|books/mit/PF91/ZytkowB91|books/mit/PiatetskyF91|books/mit/fayyadPSU96/HanF96|conf/coopis/HanFN94|conf/eds/CuppensD88|conf/eds/ShumM88|conf/icde/PirotteR89|conf/kdd/HanF94|conf/sigmod/AgrawalIS93|conf/sigmod/BorgidaB93|conf/sigmod/MotroY90|conf/vldb/Motro89|journals/cacm/SilberschatzSU91|journals/csur/HullK87|journals/csur/TeoreyYF86|journals/jiis/ChuC92|journals/jiis/MichalskiKKR92|journals/jlp/Imielinski87|journals/tkde/HanCC93|journals/tkde/YuS89|journals/tods/Chen76,http://doi.ieeecomputersociety.org/10.1109/69.506706|https://doi.org/10.1109/69.506706,IEEE Trans. Knowl. Data Eng.,journals/tkde/HanHCF96,05/06/2017,373-390,Intelligent Query Answering by Knowledge Discovery Techniques.,8,1996,journal,,,Yue Huang,,Daniel A. Nonen|Robert P. Chase Jr.|Ralf-Detlef Kutsche
conf/sigmod/SelingerACLP79|journals/cacm/Cardenas75|journals/cacm/Siler76|journals/cacm/WhangWS83|journals/cacm/Yao77|journals/ipl/CiacciaMT88|journals/ipl/MaioST84|journals/is/BergamaschiS86|journals/is/Christodoulakis84|journals/is/ZandenTB87|journals/tods/Christodoulakis84|journals/tods/SchkolnickT85|journals/tse/CiacciaS89,http://doi.ieeecomputersociety.org/10.1109/69.234782|https://doi.org/10.1109/69.234782,IEEE Trans. Knowl. Data Eng.,journals/tkde/Ciaccia93,20/05/2017,712-718,Block Access Estimation for Clustered Data.,5,1993,journal,,,Paolo Ciaccia,,L. Edwin McKenzie|G. Maul|J. Boudenant
books/aw/Goldberg89|journals/amai/NixV92|journals/computer/SrinivasP94|journals/ml/SchraudolphB92|journals/tc/IbarraS75,http://doi.ieeecomputersociety.org/10.1109/69.485641|https://doi.org/10.1109/69.485641,IEEE Trans. Knowl. Data Eng.,journals/tkde/SrinivasP96,20/05/2017,120-133,Genetic Search: Analysis Using Fitness Moments.,8,1996,journal,,,M. Srinivas,,John A. Rushing|John S. Tilford|Jack K. Wolf
books/aw/BernsteinHG87|conf/icdcs/MehrotraRKS92|conf/icde/GeorgakopoulosRS91|conf/icde/HsuS91|conf/ride/BreitbartS92|conf/sigmod/BreitbartST90|conf/sigmod/Garcia-MolinaS87|conf/sigmod/LevyKS91|conf/vldb/KorthLS90|journals/debu/AlonsoGS87|journals/is/GligorP86|journals/tods/Garcia-Molina83|journals/tse/BreitbartGRS91|journals/vldb/BreitbartGS92,http://doi.ieeecomputersociety.org/10.1109/69.542032|https://doi.org/10.1109/69.542032,IEEE Trans. Knowl. Data Eng.,journals/tkde/ElmagarmidJKBZ96,28/03/2018,816-824,Global Committability in Multidatabase Systems.,8,1996,journal,,,Ahmed K. Elmagarmid,,M. Spyratos|Harry Wu|Sukho Lee
books/cs/Ullman88|books/kl/Snodgrass95|conf/caise/WiederholdJL91|conf/edbt/CliffordI94|conf/icde/Chomicki92|conf/icde/Tansel87|conf/pods/Escobar-MolanoHJ93|conf/pods/KabanzaSW90|conf/sigmod/BettiniWBJ95|conf/sigmod/CliffordT85|conf/sigmod/SegevS87|conf/sigmod/WangJS93|conf/tdb/AndroutsopoulosRT95|journals/ai/DeanM87|journals/ai/Shoham87|journals/amai/BettiniWJ98|journals/is/JensenSS94|journals/lncs/SegevC93|journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94|journals/tkde/SnodgrassGM93|journals/tods/CliffordW83|journals/tods/Snodgrass87|journals/tods/WangBBJ97,http://doi.ieeecomputersociety.org/10.1109/69.683757|https://doi.org/10.1109/69.683757,IEEE Trans. Knowl. Data Eng.,journals/tkde/BettiniWJ98,20/05/2017,277-296,Temporal Semantic Assumptions and Their Use in Databases.,10,1998,journal,,,Claudio Bettini,databases,Janice I. Glasgow|Gian Piero Zarri|Prabuddha Biswas|Daniel P. Friedman|Andreas Zachmann|Leszek Lilien|M. A. Oliver|Moira C. Norrie|Lon-Chan Chu
books/cs/Ullman88|books/fm/GareyJ79|books/mk/minker88/AptBW88|books/mk/minker88/Gelder88|books/mk/minker88/HenschenP88|books/mk/minker88/Lifschitz88|books/mk/minker88/Przymusinski88|books/sp/Lloyd87|conf/adbt/Clark77|conf/adbt/Reiter77|conf/cade/Minker82|conf/db-workshops/Reiter82|conf/dood/Ross89|conf/dood/Sakama89|conf/iclp/GelfondL88|conf/kr/Lozinskii89|conf/pods/BidoitH86|conf/pods/Gelder89|conf/pods/GelderRS88|conf/pods/GelfondPP86|journals/acr/GrantM86|journals/ipl/ChomickiS90|journals/jacm/EmdenK76|journals/jar/RossT88|journals/jar/YahyaH85|journals/jlp/Shepherdson84,http://doi.ieeecomputersociety.org/10.1109/69.219736|https://doi.org/10.1109/69.219736,IEEE Trans. Knowl. Data Eng.,journals/tkde/Chan93,20/05/2017,282-292,A Possible World Semantics for Disjunctive Databases.,5,1993,journal,,,Edward P. F. Chan,databases,Ravi Sethi|David G. Hendry|Kazuhide Iwata|Mark N. Haynie|Franz-Josef Grosch|R. Hartwig|Gösta Grahne|Asser N. Tantawi|Keizo Saisho
books/aw/AhoHU74|books/fm/GareyJ79|conf/pods/YuR88|conf/pods/YuR90|journals/cacm/Heckel78|journals/spe/Tichy85|journals/tods/BatoryK85|journals/tods/SeveranceL76|journals/toplas/FraserM87|journals/tse/DittrichL88|journals/tse/KatzL84|journals/tse/NarayanaswamyS87|journals/tse/Rochkind75|journals/tse/YauT87,http://doi.ieeecomputersociety.org/10.1109/69.219741|https://doi.org/10.1109/69.219741,IEEE Trans. Knowl. Data Eng.,journals/tkde/YuR93,20/05/2017,352-362,Ancestor Controlled Submodule Inclusion in Design Databases.,5,1993,journal,,,Lin Yu,,Thomas Merrow|Mitsuhiko Toda|Bipin C. Desai
books/aw/Date83|books/aw/Date86|books/cs/Ullman82|conf/ds/HallOT76|conf/icde/Agrawal87|conf/icde/RotemS87|conf/sigmod/BlakeleyLT86|conf/sigmod/CliffordT85|conf/sigmod/GadiaY88|conf/sigmod/Hanson87|conf/sigmod/LometS89|conf/sigmod/LumDEGPWWW84|conf/sigmod/SelingerACLP79|conf/sigmod/SnodgrassA85|conf/vldb/AdibaL80|conf/vldb/Cammarate81|conf/vldb/DadamLW84|conf/vldb/DayalB78|conf/vldb/ShoshaniK86|journals/cacm/KarrL78|journals/computer/RoussopoulosK86|journals/csur/ManninoCS88|journals/csur/McKenzieS91|journals/debu/StamS88|journals/is/AhnS88|journals/is/TompaB88|journals/jacm/Klug82|journals/sigmod/BolourADW82|journals/sigmod/OHareS89|journals/tods/BlakeleyCL89|journals/tods/Codd79|journals/tods/Gadia88|journals/tods/Roussopoulos82|journals/tods/Snodgrass87|journals/tse/Gehani82|journals/tse/Roussopoulos82|phd/McKenzie88,http://doi.ieeecomputersociety.org/10.1109/69.109107|https://doi.org/10.1109/69.109107,IEEE Trans. Knowl. Data Eng.,journals/tkde/JensenMR91,20/05/2017,461-473,Incremental Implementation Model for Relational Databases with Transaction Time.,3,1991,journal,,,Christian S. Jensen,implementation,Reinhard Braumandl|Levent V. Orman|Kyu-Young Whang|John A. Stankovic|Eric Hughes|Oscar Díaz|Myra Spiliopoulou|Mary F. Fernández|Lotfi A. Zadeh|V. Watson|Philippe Penny|Hennie J. Steenhagen|Clara Nippl|Michael Schryro
books/aw/Knuth81|conf/sigmod/Ioannidis87|conf/sigmod/IoannidisK90|conf/sigmod/IoannidisK91|conf/sigmod/SwamiG88|conf/vldb/LanzelotteVZ93|conf/vldb/MackertL86|journals/csur/YuC84|journals/jacm/BernsteinC81|journals/jcss/YuOL84|journals/siamcomp/Tarjan72|journals/tods/Sellis88|journals/tse/PramanikV88,http://doi.ieeecomputersociety.org/10.1109/69.476497|https://doi.org/10.1109/69.476497,IEEE Trans. Knowl. Data Eng.,journals/tkde/GroseljM95,20/05/2017,915-927,Combinatorial Optimization of Distributed Queries.,7,1995,journal,,,Bojan Groselj,,Sena Nural|Wo-Shun Luk|Anthony LaMarca
conf/iclp/Bruynooghe82a|conf/iclp/TamakiS84|conf/icse/Barstow88|conf/slp/BruynoogheJCD87|conf/slp/MannilaU87|conf/slp/Reddy84|journals/jlp/Debray89|journals/jlp/DebrayW88|journals/jlp/HermenegildoWD92|journals/jlp/Mellish85|journals/toplas/BossiCD90|journals/tse/TsaiWJ92,http://doi.ieeecomputersociety.org/10.1109/69.667092|https://doi.org/10.1109/69.667092,IEEE Trans. Knowl. Data Eng.,journals/tkde/TsaiLW98,20/05/2017,91-107,A Logic-Based Transformation System.,10,1998,journal,,,Jeffrey J. P. Tsai,,Ernest Szeto|Hans Matheis|Franco Civello
books/aw/BernsteinHG87|conf/dexa/PrichardDPW94|conf/icde/WuYP92|conf/oopsla/ResendeAA94|conf/oopsla/Rumbaugh87|conf/pods/WongA92|conf/rtss/DiPippoW93|conf/rtss/KuoM93|journals/computer/WellsBT92|journals/csur/BarghoutiK91|journals/dpd/Ramamritham93|journals/tc/BadrinathR88|journals/tc/Weihl88|journals/tkde/RamamrithamP95|journals/tocs/SchwarzS84|journals/tods/FarragO89|journals/tods/Garcia-Molina83|journals/tods/Lynch83,http://doi.ieeecomputersociety.org/10.1109/69.567056|https://doi.org/10.1109/69.567056,IEEE Trans. Knowl. Data Eng.,journals/tkde/DiPippoW97,20/05/2017,135-147,Object-Based Semantic Real-Time Concurrency Control with Bounded Imprecision.,9,1997,journal,,,Lisa Cingiser DiPippo,,Christian Richard|Alexander W. Röhm|Ira P. Goldstein
conf/pods/Malvestuto87|conf/sigmod/Malvestuto88|conf/sigmod/Sato81|conf/ssdbm/ChenMM88|conf/ssdbm/FortunatoRRS86|conf/ssdbm/Hebrail86|conf/ssdbm/MalvestutoZ88|conf/ssdbm/Rafanelli88|conf/vldb/MalvestutoM89|conf/vldb/Shoshani82|journals/isci/Su83|journals/tods/OzsoyogluOM87|journals/tse/Ghosh86|journals/tse/OzsoyogluO85,http://doi.ieeecomputersociety.org/10.1109/69.63254|https://doi.org/10.1109/69.63254,IEEE Trans. Knowl. Data Eng.,journals/tkde/MalvestutoM90,16/09/2017,425-430,Query Evaluability in Statistical Databases.,2,1990,journal,,,Francesco M. Malvestuto,,Peter J. Haas|Colin Bell|Billy G. Claybrook
books/mit/SterlingS86|conf/ijcai/IlineK87|conf/ijcai/SterlingY89|conf/oopsla/BobrowKKMSZ86|journals/aim/BylanderM86|journals/siamcomp/Tarjan72,http://doi.ieeecomputersociety.org/10.1109/69.243518|https://doi.org/10.1109/69.243518,IEEE Trans. Knowl. Data Eng.,journals/tkde/WongW93,20/05/2017,895-900,Design Guidelines for Object-Oriented Deductive Systems.,5,1993,journal,,,Stephen T. C. Wong,,M. Rajinikanth|Matthias Felleisen|James S. Pyra
journals/ibmsj/Belay66|journals/ibmsj/MattsonGST70,http://doi.ieeecomputersociety.org/10.1109/69.591459|https://doi.org/10.1109/69.591459,IEEE Trans. Knowl. Data Eng.,journals/tkde/Ford97,20/05/2017,350-351,Dismountable Media Management in Tertiary Storage Systems.,9,1997,journal,,,Daniel Alexander Ford,,Hisashi Kobayashi|Emmanuel Legros|Jae Soo Yoo
books/aw/HopcroftU79|conf/aaai/Ginsberg88a|conf/db-workshops/Levesque82|conf/ecai/Meseguer90|conf/ecai/Rousset88|journals/aim/NguyenPLP87|journals/aim/SuwaSS82|journals/cacm/Hayes-Roth85|journals/computer/Hayes-Roth84a|journals/ijmms/CragunS87|journals/tse/MurataZ88,http://doi.ieeecomputersociety.org/10.1109/69.334887|https://doi.org/10.1109/69.334887,IEEE Trans. Knowl. Data Eng.,journals/tkde/ZhangN94,20/05/2017,983-989,PREPARE: A Toll for Knowledge Base Verification.,6,1994,journal,,,Du Zhang,toll,Bruce G. Buchanan|Uday S. Reddy|Christer Hulten|H. T. Kung
books/aw/AhoHU74|books/aw/Cattell91|books/sp/Overmars83|books/sp/PreparataS85|conf/focs/DietzfelbingerKMHRT88|conf/focs/DobkinM80|conf/icde/KolovsonS89|conf/icde/TsotrasG92|conf/icdt/TsotrasG90|conf/sigmod/AhmedN91|conf/sigmod/LankaM91|conf/sigmod/LometS89|conf/sigmod/LometS90|conf/ssd/BeckerGOSW93|conf/vldb/ElmasriWK90|journals/computer/SnodgrassA86|journals/csur/Katz90|journals/csur/SalzbergT99|journals/csur/Samet88|journals/iandc/Chazelle85|journals/ins/NavatheA89|journals/ipl/Willard83|journals/is/LorentzosJ88|journals/is/TsotrasK95|journals/jacm/FredmanKS84|journals/jacm/Yao81a|journals/jal/Cole86|journals/jcss/DriscollSST89|journals/sigmod/JensenCEGHJ94|journals/tods/Snodgrass87,http://doi.ieeecomputersociety.org/10.1109/69.404032|https://doi.org/10.1109/69.404032,IEEE Trans. Knowl. Data Eng.,journals/tkde/TsotrasGH95,20/05/2017,591-608,Efficient Management of Time-Evolving Databases.,7,1995,journal,,,Vassilis J. Tsotras,databases,Harald Kosch|Krzysztof Koperski|Shian-Hua Lin|Scott Kirkpatrick|Barton P. Miller|Jyh-Sheng Ke|Arno Siebes|Michael Hirohama|Gerard Salton
books/aw/BernsteinHG87|conf/iwdm/Eich87|conf/sigmod/GruenwaldE91|journals/tc/Hagmann86|journals/tkde/KumarB92,http://doi.ieeecomputersociety.org/10.1109/69.729750|https://doi.org/10.1109/69.729750,IEEE Trans. Knowl. Data Eng.,journals/tkde/GruenwaldCH98,20/05/2017,859-861,Effects of Update Techniques on Main Memory Database System Performance.,10,1998,journal,,,Le Gruenwald,effects|memory|performance,Ragaa Ishak|Gerald S. Shedler|Guy M. Lohman|Neel Sundaresan|David Pierce|Youngbae Park|Robert Bogdanowicz|Vijayalakshmi Atluri|Jean-Robert Gruser|Kun-Lung Wu|T. Don Dennis|Chun Zhang|Ivar P. Groette|Danny Cohen|Henry M. Levy|Masakazu Soga|Maurice Herlihy|Ian Prince|Gökhan Kutlu|Richard A. O'Keefe|Kristen M. Kelleher|Minoru Yokota|Ernest Teniente|Cetin Ozkan|William E. Walden 0001|Pirjo Ronkainen
conf/focs/KedemS79|conf/sigmod/AgrawalCL85|journals/cacm/EswarranGLT76|journals/cacm/PotierL80|journals/jacm/MitraW84|journals/jacm/TaySG85|journals/tods/RiesS77|journals/tods/RiesS79,http://doi.ieeecomputersociety.org/10.1109/69.63255|https://doi.org/10.1109/69.63255,IEEE Trans. Knowl. Data Eng.,journals/tkde/HuangC90,20/05/2017,431-435,A New Methodology to Evaluate Locking Protocols.,2,1990,journal,,,Yin-Fu Huang,,Peter Druschel|John J. Wedel|Hui Wang 0008
books/bu/Rijsbergen79|conf/edbt/SheldonDWOG94|conf/ngits/LiD95|conf/sigir/AnickBFHAR90|conf/sigir/Radecki80|conf/usenix/HardyS93|journals/cacm/GoldbergNOT92|journals/computer/ObraczkaDL93|journals/csys/DanzigLO92|journals/ipm/Danilowicz94|journals/jasis/YoungS93|journals/tods/YanG94,http://doi.ieeecomputersociety.org/10.1109/69.649313|https://doi.org/10.1109/69.649313,IEEE Trans. Knowl. Data Eng.,journals/tkde/LiD97,20/05/2017,863-876,Boolean Similarity Measures for Resource Discovery.,9,1997,journal,,,Shih-Hao Li,,Graciela Gonzalez|William J. Weiland|Giorgio Bruno